App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,body,Translated Subject,Translated Body
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHRMZlNHTHRxUWI0VDJpQmUtc3JNWkZiazAyd0pRSmRyQUlkWFJMNVJVYzYtem80V2xsUVpSNkdtVnZrbXAwcmYtZWhtQU1DQnhMN1ZRMWc,English,,5,2016-07-21,Melanio Pech,Affordable and Excellent,best to pair with chromecast. turn your tv into a smart tv,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUZQcGFZVEdZNFJuUG82NlA1VDRFdVI2dnVaTlBPZjA0cEFCTTJOcm9tcy16a2tJMzViZ21WTGJDOElGRWZlSjFMUjR5ZFRYcXdVVXQyN3c,English,,5,2016-07-21,VeredExplorer,Works great😁,i can literally mirror everything from my phone onto the chromecast without any lag as well!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmRhbEIteVd0bDJoZ2lRV0Q5SFIxM1pjX2VjLS1fSDQ0V0Y3Q2pORHVkSFVSQW9Vd3JicUV3WWJKNDM2VFZFVkplM290VnVGMFBZUzhKZ3c,English,,1,2016-07-21,Michael Bornhoeft,,doesn t work say it be all hooked up then it wouldn t link up,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRXowSENqVlFrVU1QZXR4WWVPZHdEQjhPS0VnV1BkSUVOZ3lzUERVNGxZVUh5SU1JZjVtQTY3bFUxcmR4R0FTal96Vzd4TVI1ZUpQWEgxTEE,English,,1,2016-07-21,Jake Currie,Intermittent at best,last time i used this i spend more time reconnect my device to the tv than i do watch my show,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRU4zQ25uanJSTUJvZFQ5WE1TTmVZanRPYW5OcWZxc2N5WGJZTi13V29RVWN6di1YRnhwQUd4S3VNb0FfV2I4am0xRGpoUFFqbENnVTlreWc,English,,2,2016-07-21,Blake Fitzgerald,Where do my notification controls keep going!?,control in the notification panel keep disearing. if you wait a little while after play anything you lose the ability to control the playback. reopen the doesn t resolve it and you must resort to used this to control. even that be limit to pause and stop. very very frustrating.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRVBScjBiTW5vcW5tcFV0WjZjRjVQUThPV1RYdVU4MmFmUW5oS1ZtNWROeUhNZU1qRkJCUW1HaENZelZoUnpvcEJEcmd0NlZMaTJmOE8tR1E,English,,2,2016-07-21,stephanie pfaff,Trouble with reading,i keep have to unplug and reset it so i can change what i m watch or where i m casting from.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSFkyN3VobXM1MlNhcEtLQ0dndTI3bWVXZ2kzSGlwUVZ0M3c5UFJUclF4Rm9XTVY3OU1zU09ueTAxOVY4dHZqNWtYZWg0YWFmYlNobDRKZkE,English,,3,2016-07-21,hamied sanie,,good,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRjlkWWJReUUtTGhCZHNxcURWcF9oZGUxcGljNHBZQWkwOGJLYnRLUFoza2VjU1ZqM1RqRlZlWXdVUVdaelZaVWdwRl9MT1REdFBMTlBvVXc,English,,1,2016-07-21,Francisco Duarte,Chrome cast not working with updated netflix please help,not work with update version of netflix please help,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRjRsdXkwZ3dfYkRlQlg0V2s1MUk5eDVjSjUzOTdvampHeTVxRV9KYnBaLW9DZGw3OXhHY2ZJYmxxT1dRSjBtNkUtcHNwWno0MnltWlN1NkE,English,,5,2016-07-21,Jose Ramirez,Good,sida,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2ZwYVcyend0WGN4eU16bEtiMlI0ZFZZQlVlUlJLcHdkaTJHZnlJcTN1aFlaVklwRUVldUl4Ykx3WTdnNVJHVFJmZ3F6M3JFenQ5Q1NIVnc,English,,1,2016-07-21,Izzy G,,never work on my tv,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWFwa0pXZ3YyTE5udHRGN25IWnA3MW5scXh0VmpIZDh2VTE2SVR6ejhEOWlPcDRzamJBV3dyZFJCMkxfRnRXTXMtaXQzVUFJSjZxMVlfZVE,English,,1,2016-07-21,Bhavesh Sukhani,This app sucks,connect or disconnect automatically,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0xEcXVQYzBWMTZxbEhHckZKaDhRR1cyZU9SbHRfLUNuNWt6UHdZc2p5Q3k0dEZnR0drc2xfankzWHkyUmd5Z1dBMU9tQXJGd0VWSVJRT0E,English,,1,2016-07-21,Henok Tesfaye,,it s suck if i can t connect to the near by devices..it suck,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0xYT3h0S2NhLXdfVnB4b0hUY051Zk8xbUpGNVFVTHF6TzBjby1yLVJhcFlHZnkxQ1h4aHFXWThSRnVITEVpM2xQbjZGZUc1ckY4N0dpUWc,English,,1,2016-07-20,Adrienne BuildOurOwn,Google ChromeCast,i don t want to download s to my phone to be able to watch tv that s what remote control be for. i m return it back to the store because of it.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSG1CX0gtdXFyTVdhUVFtdlNyc2hFVl9oVzBqR0xVVWJMRVZVbUJEWWtuQlVMQW5STlJSRGxvVWV3SjZlNEhXVjdRRUVScy1EQTlZMzM0TkE,English,,1,2016-07-20,Jacq Ramos,,hard to use. cant cast to my tv while im used my samsung j5. i think this be useless,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR21HSzdvX2Jab3VxR1M1b0lMbHpXNTF3MmFjcW5tSU5WaFZSaHFfSlhJM2NYTGhxemhFS2YwWmFsUVJ2cHRzaVpiM0JrQ1lXaGZVOWd3S1E,English,,1,2016-07-20,Steve Carroll,,this be a 5 star i even get one for my mother after i try it. it be dependable and it work as advertised but it suddenly stop work after the june update. the chromecast be not recognize in the so mirror be impossible and it would only stay connect in other s like netflick for a few minute at a time. when i try to set it up again the would not recognize the device so now it do not work at all. the one i get for my mom have the same trouble. we miss our netflicks!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1FlMkpfNWpwRWs1aVJpemt5YnV2ZEdCRWJPVmh5N244Zms3QmtaQ1VKSVFZc1NqSTktdDBjV3hmaEhkOXpHTmtmaTR3elFXZ2Zya3BCMUE,English,,1,2016-07-20,Raymond Blake,Sucks,buy for travel win t work in hotels. and i can not slect episode any more. get a hdmi and don t waste your money on this,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSEdLVmRCSm8wN3MxODZJQjZrMWJNNEx5RmpzcXctc21jUEtXbDY2N3BNZHhkQTlnQVBzS1R4QU5oQjZBMWNsSkdYZHlITFdFZnlidVZoMXc,English,,3,2016-07-20,Jessie Reed,HTC desire 626s,do this work with htc desire 626s ???,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGVFXzgyc1NjdTRQZWdhR3VSLVlJX2UzWUUxUHgtLXhPakNPVXVZY0VkdW9naldTSkpMcTYxYktaRjRYSmE4NlNKMEFFZm44OEZLQkZuQnc,English,,1,2016-07-20,Keith Pearson,Old version works,used original chromecast then use older version because this one suck and freeze constantly during setup and fail to find device or loose connection constantly.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSEh2R0s2dHQzXzFzSXdwN3B5bGg1bXNRVTRNNTNIZkd5WVFZeHNReFZTSTlKVENUaVQxQVF3Yy1ZM0xVX2xXNmNuWXFwOVlYd0czUHFjNkE,English,,1,2016-07-20,Anthony Smith,Useless....,all lock up to google device only. win t work with any generic standard or devices.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmZIbDF0ZnJvN2hTUGNGR1VGcHphNFE3Tk5CWGFLTm10OEk2aW5FV29HQ2lJZUxxWS1DTzltWXhtRFRNYkFSRWRSSWZXTGZ5QzRWaW5EYkE,English,,3,2016-07-20,Annmarie Murray née Reaney,Great for nearly all apps,i actually don t know whose fault it be but when i try to connect to bbc iplayer 70% of my time be work through glitch start restart rebooting. buy an amazon fire stick last week and that s become my go to medium friend. my chromecast may not get used at all soon. please sort it out. i have the old chromecast,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHY2WXVYQ2psbnF4Rko2LTRFUDdQQjdCY21JbUxId0JudC1LSDlTUERDckxnRkFob3ZWal9hYTc5YjhRMkZYQjVadzllNk9IWEM2ZHAxaFE,English,,5,2016-07-20,Triyansh Chouhan,,superb,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWM3OFhqeTQ3UzlKaWNuV2xWX0wyWURyaFJ2dmVzcHFCSGMtN1JmUFNHYlR6NzIzS2dWbHlWSUZ6bU5yMHZFcURSUGRRWG9Wc2NoUEh2eFE,English,,1,2016-07-20,Alba De Angeli,Used to work - Netflix won't cast anymore but Stan will,under normal circumstance i would rate it as a 5 as i love that i spend 40 buck and didn t have to buy a new tv to connect to thing like netflix and stan. but in the last week or so i can t connect netflix to my chromecast through my tablet or handset it just craps itself but stan works. no this isn t a geoblocker proxy error courtesy of netflix it try to connect but just kind of give up be this an update thing?? it work fine a couple week ago. help! or sort out the last update,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSER3QWxPUVFJenBKWUh6UDFWU09YNGRSM2NFaEgtZG9DODdUcTlWZk02MEhiWUtIOUlYWFM5bktjb25JV2NsWm5PSWtMYWhOQ214b1dZV1E,English,,3,2016-07-20,MojangGamer 209,It's ok but...,why doesnt it work for my device plz put its available for asus phone plz,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRTBvaEIyTkdwWF9fUWxvWkFqem5Yem02YVlZX3NxTkVFN3JoTHozR1hZczFlNEVKWUYtNkhPa093RU9yZXBoYmVvd3ZBV2g2b2FFd21xUHc,English,,1,2016-07-20,Katie Lu,Doesn't work anymore!,ever since the last update my phone win t connect. please fix this!!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2FMSUN5cGFSS0RUYTBWSzZ1SUtKUWRKZWhrMVRfTUdwTXJ3b0xTdzVaa1dDUWEzT3lCdDZGajdIMkRkV1RDN2g1c0VmakN4N0F6LXR5YVE,English,,5,2016-07-20,Bill Ewaniuk,,really nice live it,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1RNQjdNa0U4WmtMR3hNa2tSNTdKVkVlWGhTaVh1ZTA3ZDY3R3lSLVk2QWpPSm5jMEhESFZPN1BxSy1aa2xVaEZWVVBoWkpOTGptX29yUFE,English,,1,2016-07-20,Fred Scudgins,,waste of money.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRVdoTlc2ZWcyU25ZSUw1ZlpWVFAtUGpWQ2gxbGRtWTRNMHBtN2FhVkI2d3lMOExMMFJ0ZHNkcUtUWnBXbjRKWU12QUQtWmlUc21ORHdMdnc,English,,1,2016-07-20,Thomas Bowman,Wtf,i have a perfect wifi signal and it still doesn t work. worst money ever spent. if walmart would accept electronic to be return i d return it and get my money back. this be b.s.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1p0cXNZb2ZFQlN5NUtldVJjQlh4TVFRZm1wUm1ZNk5kQXpfUUwtOEVOTGVLOW1LOHNMazV4SFh6dTJVaDhGNF84UkthRmwzQ25sYVQwX0E,English,,4,2016-07-20,Isaac Conejo,Eh,its not bad,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1Vfa25ZWlIxdHdoS1RhbXJNWmd5VWdva0ZKZ21kUVRhX2pjR3VoSHA2YXpQTXRvb2dpRWVXQmU2YXJobjQ5OVBBdTkydDdUamxDUTdpbFE,English,,5,2016-07-20,Naif Al Haider,Good device and app,i like it actually it s easy and simple i advise every body to use it .,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR3RqZVNybTFQZE1TRjc3ZGluaUZZOXI0TzNueE1DWGxxMFNsWkRUMEFvazRPWkpzc0kyNUFJUUJPSkpvTmo2SzlqbERzNEJ2bnFHZzBoSXc,English,,2,2016-07-20,meg mak,Chrome cast,cast feature be not working. it wont find device to cast or connect to.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUZlSFNDbUh1ZWNHbENoNGZBdGwySTJDakdHNlFBRmYxRENicEQxdlV1YVJpc2xQNVEzejQ4MFhBbzFIeUV1WGFBdXZOQ1ZyQ3NWNzN0ckE,English,,5,2016-07-20,Joshua Aguiar,Better than VHS,turn any tv into a tv vhs player combo but better because more tapes.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSDJwaEREdFBBbVdVQU1jYTlldC1uT2lkVWxCYml3aEhEbERSVUdaOGRpbjN2NFlGNmhnNHFjQ2t3dnZpSlR6VnZWSC1hQnFxZXBCd29iTEE,English,,5,2016-07-20,Michael Williams,GOOGLE CAST,awesome lication for an awesome device. best $35. ever,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRzZaR2lUdDJESDR5M1RpZk5sTjhyWksycXpmWWZ6QkVnZWxpZ2RVZXY5cnNfcC0yYW5yWWlOdWoyRm4yUERXZUJjTmVVUzRvM205ZzMtS3c,English,,5,2016-07-20,brittany sheffield,Best,wish they have a remote with it but it s awsome,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSDhrLXg0eVhBUW9KN1lqWGg4NGIzSHdZZGxDOGgydlZSSThnVVBtR1ZQOXhDTnpuNktyTENIWWgzRWc5bE9JV0pRYW91c1lBLWVPLWhkelE,English,,1,2016-07-20,cindy O,,win t even download.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWE5NzVxYld0YnRXQk5YT2FyVXdzT2lWM3l4VlZLM0xuZWFUSERXNmVTWG1yR0FLaXBJakNsZFBuUXF0OG1obWtXN3dtbWI5X3JfUnBTZUE,English,,5,2016-07-20,A Google User,,just works!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRVlRMlYyTHNzdDd1SlhIZXctcmszR2J0MmVuUmV2X2RSVDE4dW9senpNV1lBRGJLVXM1a1gwdllBTXl3MW1xcE05TlRpNjJDaE5kcEQtRFE,English,,2,2016-07-20,Kenya Branch,Samsung Tablet,doesn t give the option to cast from samsung 8.1 tablet why? please fix thank you,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHcwOHNvSmVCNDNKaWZPVXNqX3ZoY0Y5cTRJNTB0SV93QTlhSjdQSTlxUHlqcUxKa3FwM1BleUdlOEhTdDB0WVRmWUFPSGxRTjhRTlRNT1E,English,,4,2016-07-20,Edwin Sanabria,I have a question ❓,do the cast screen not working have to do with the wifi right? just ask,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR052elBnUVZQbHRNM0FZdWw4Tmg0bzg5UWtKN1dSQXAwenpNYko3aE5hbG10ZW1YT0xfRFFNMzZRdVdqY1JMOGJIZ3RON2ZsQWFhdWRQRlE,English,,5,2016-07-19,Ridge Winters,,the only caster you need,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1VibWtMQXIxTVJrbGpjRDcxRXg2dndLMmpxV3BNSnZsZDNhZnpYOW03UkpDV3dURWlwRy1iUmJ0VnJucUluR19kdEhjc1hERTUxaUdXV3c,English,,5,2016-07-19,George Vasquez,Very good,good for chrome,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2NnYmFRWEFXazdJWDZhQlM2X1ZpVkNVX0huUDhPV09EZjl5ZFlfcXRfZG9FNllyYi1OOVJpVUJjRU1KQk1lbGwtaVozSkItYjhJQ0tUdFE,English,,1,2016-07-19,M Qian,,doesn t work without an internet connection!!! this be poor backward thinking! the hardware and sofor the winare can all work perfectly over wifi without an internet connection. why why why do you force it to maintain one??? please don t follow le s lead to dictate ridiculous limitations. there should be no need for you to need to have any internet connection let alone a constant one. this be so limit cripple my $58 purchase of a new chromecast into something that be only worth about $15 to me.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWxCWlZocm5OWkRsZHNCVWIyZ0FuWXI2Uko2VDQwQUxNTi1fcnMya0JSNngzcElwS3ZldW0zZmFEZWVqMmJCWHgyZk5QU2RSVXZpbEU5V0E,English,,5,2016-07-19,Keith Cooks,,i love this chromecastthank you,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSEZ5QnA2OGRzWkI3ZFZBZ0Y0SzJpXzJpRWJYZjhkcDh3UWk5Uy1ZcmZfU01ZdWtocWtZQ1pqSnFyOGdLRm9rRERkOWJ5aGlVR0VnM1hvMFE,English,,3,2016-07-19,Ben Phelps,Was ok,amazon fire tv stick be a much better option,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0kwU1VZLVRSM1hnUEFlaWRVZWpYZmFsWHpzNnhTNlk3X3ByTDdxUHJXelhUZnVIbHlCWTlBWVNWWUltbkFPY3I5a1lBZkJZQUtkZVUyZ2c,English,,1,2016-07-19,Jean-michel Heurtau,Not working on many sites,up till recently it work on many site but in last few week chromecast icon have diseared. why? force to use mirror mode which be slow and cumbersome why?,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmo4Z1BrWGZPbVRrcjZqcDVEXzBTbVJPdHBPdVp4dWJZZ1lVUTVKeXdaVm5LUEtLYlM4c19makh0aF9rcTFqV3FsOVJST0p3LVRxZHhLWGc,English,,5,2016-07-19,Nazmul9 hasan9,N,m,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRTVIUjZzWm5CLVZaT1BnVkpPMmkzSDZlYXR3UE56S1ZXOGVIZUJ6aEhULVlFV0NVcjZLam9jNzVWSjFmYXdNZGszR1pOMGNCSjNQY3hqdnc,English,,5,2016-07-19,moh'd zuabi,Knight king,best ever,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRnRUUS16ZDJOaU9LTTRRSDh4MkJ5TjlWS1Ria2ZRVkE0V3N3M3dHS2RJdXVSalQ2WHRuWGhIVzl0cEJoTWFucFlWVEtIMnlxU3IyZFZrVWc,English,,1,2016-07-19,Joel Suydam,Hasn't worked in months,fail to stream. used to work flawlessly but now it s in an endless loop of try to connect.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGlHaEZQTV9RQkQzRG1GVWxSRmdVMGlKbF9jNEZQZUZzN1B3QmhXUlJnektBd0Zud0ptM3JCNU8wSWVKUU5mTjV3dEgwOF9UWk9IMzRPNkE,English,,1,2016-07-19,BeastmusicFX,Casting issue,have an htc desire 626and give me the option to cast screen but win i do it disconnect from the chromecast,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRl9NRWpKMmljeGVSekdZaUwtYTZjeE5zRndXRGhLMXdtU3FNWEEzbGdaYU93VHg4VUptZTIzRlZXWDliNW9DcEVrdGx4R0tBTmhrcHljS3c,English,,4,2016-07-19,Saurabh Singh,,it allow us to connect with two more tv s but the audio be not enhance and sometimes it give us delay of about 5 6 sec,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWNiN0U4RlNJXzRSdmVEY3NiaDU1aTY5dWFxQ1Rab1VxSEw0WGJKTWEtQjVGRnpzRjQzYkZfZzI1OTFKUndTN05kVTNSbFlpYmFUNFp4NHc,English,,4,2016-07-19,Sherif Mohamed,Control resolution,be there a way to select resolution of youtube video while play on chromecast ? for example i want to select 360p instead of 720p or 1080p for a video while play on chromecast to decrease buffering period but i can t find such option,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRW5VSHU2MGZqVkZ5OE9wTC1qQnJFNWdjZVo0UXJOZ21UUGhRY1pLRlFHajZTdmxtOWFYY1NyMUF3bFBJWGVJQ0haUjNPenhsb2h0VTc2c3c,English,,5,2016-07-19,Michael Jordan,Thanks you.,great.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRkRYMmJnUDZKZjlfT3NxelRwY2V0SkRiaXZYWHBhNGNHcVM4bkljTDBWYXM5Z1ZlVzRjamM3NXBfVzBaSGEyM09QYUJUN1Y1VkhEWDJSdmc,English,,5,2016-07-19,korinne silva,,i really love this,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRkREUEpfa0VCVHNxcmVYWXFGcmE3MWJxUWtabV9WYWJ2cWc3b0hPZERDRnI0NFNwQ2lLbF9kZEtMQWZFblpXSE9HdDYtSi1CekhPOWQyN0E,English,,3,2016-07-19,Thomas Belcourt,,gt,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGNVSEFZM0wyWE83TVhxZ1JPWDVINEdTYmRfb2sycEc2SlFHai1EcEVqbFFMOUZueWVhWGVkRzdENENRMlUwQjk5QzZIdDlhTXAxRHJkdnc,English,,1,2016-07-19,james snider,Sucks now,i no longer can mirror from my tablet or phone. what be the problem,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGhoQkJpbkRndUxSWHJMYlVrdU5iZ29JNUFCcVUwQU1mZ0U5NlZHeGpRMGRCSHgxYVVKdjdici1sQ19ENW1Gbi1RVktaVW80OElaUFFfSlE,English,,1,2016-07-19,Nathan Myers,1  actually equals zero,very disoint with google. i have a gen one chromecast and with the new update it have lose all ability to connect. now some have say it be the internet but don t be fool it be not your internet my chrome cast find my wifi just fine and my phone be clearly connect but the won t find my chrome cast.. if google be go to pull crap like stopping support for older model in a bid to sell the new ones.. well i may have to switch to le.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHNNMzVmdk15emZPQVlabXc1SHJzNzdfZk5uY1FKVk1ULU9OOHlCM3hSaVhaY05xMEVnMVA1MHI5amJHdmJBTWUzS1pzenNsVzlrNjdUZ1E,English,,2,2016-07-19,Johnny blackhawk,,it s good but every time there be an update it mess it up fix the problem and stop mess up the cast when it be work fine in the last update,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGlTZTJvZ05tX3U4cHBRZENXcmRIY0ZjT25iZzRXVlpscVM0R2lBemZIZEV6UmVUNW1SRFRNOHpfMDgwdDZjblJJaTFFdFBrNXNIcVEyeVE,English,,1,2016-07-18,Chris C,Get your act together,either fire your qa person or get your act together. all recent google update have break all functionality!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSG0yTWFLYUcydkZ4X3EyZ09PQXJLMkV5VTlfWUVWeVk4V3VQOHdnOWpscWpNWEJGX3YyaXEzTTN6SWF6cGc2RWVRbW84QXNvcGFpLW9Qd1E,English,,1,2016-07-18,Mike Coles,No support for tethered devices,update volume control no longer works. why remove functionality or allow your partners to? also why not allow for directly entering the ip information in the clients . having to be in the same broadcast domain is windows bs from the 90s. if ms finally figured it out you can as well.   original please allow the to function when the phone is providing wifi for other devices.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRy1UYkI5QldlZnUzdkdPd0wyQi02dHBHdzU4VDJBUkJacklKNlE3Yk9UQ0FtUnFWdzNmdk81QS1qRFpYT1hMaks5YlJOUGs4VWNRdzQyeWc,English,,1,2016-07-18,Juan Vargas,Horrible app,disconnect randomly,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmVWSkhwa2dEMzF5akdBNzhVamN6X1VWNDgwNGtzeVZOaVU2VjYtOXJ2TFlGdDVpbG5Zdmt0TDh2TXNYUW15VzlrYzVxSTRWNjJGZVJ6S1E,English,,1,2016-07-18,Jasmeet Singh,Faulty device,my mobile lication cannot find any chromecast device while on the tv screen my chromecast be show set me up be it the chromecast device or the please reply asap i have be see this trouble since past 7 month ! my chromecast work only once ! please do something while you can !!!!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSFhUOVEwUEd4azE2ZGJVczBmc0xwZnE2WkFqOVBUTUZPRG5WMm1Rcjl3ZjgteGlrMF9zSW1Hcjg2UUc4RThwaGFCTXQ5c3dPbklBaEhKZ0E,English,,1,2016-07-18,Jarett Martin,Worthless,you have to exit and close the youtube around five time before it will connect.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR21jMkl5REZuYjFOaTdrZmJiZ0xVRTdzQkFKRDcxS0RKN09JS2RaQWItbnhSUm1GVnJBUmNmVXp3SG13VW5iUjJtX2ROQWJ3cTdNWUJnSGc,English,,1,2016-07-18,Randy Mays,Cast Screen,cast my phone screen nolonger work all other casting unaffected,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRVVqZ1BwZGZYNUlZZWJadTlNNUhaYzBRTS1EcDM2ckM2LS15bjZwWVdsY2IzdUE0TjNUU3VxTXdxMkFpRG5SZ3J5NnhZTWxGb3p2M1dPX0E,English,,2,2016-07-18,Cedric Van Goethem,,crash a lot,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWcyOTU0Q0dzRHh2NU1lX3k3QmptRWFKVjdCQzdHdTVIZVZ2cHk1WUxyVGJ4UXNsTlRyQmRPS1J0VXMyNmE4ODNZUVNVVHQtRlVSVTNYN1E,English,,5,2016-07-18,Nihal Chowdhury,Loved It!,this be epic because i go to my neighbour house and it work so well make and this get an f like on test for fabulous.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUd4TWV3ZnlyMENva1NuVDNrWEVSeG80M015WlZuWG5FSlhTdFpHSjVnRUtxT0dZYzVqV1hDRHFOODU5N1IzVm9oOXIzYUdmSnVHYmd3QVE,English,,1,2016-07-18,Derek Walker,Used to work perfectly. Now can't find device,i have the older generation chromecast and it used to work perfectly. since the last update it s have problem connection to the device. i ve try from my android device and my computer and it doesn t work well at all. please help google!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUdFSldEOUg4cGt6VjZqeG4zYlNZNDdwTUNfaDYyRnl6d2N3dzdmYWZGNEFKQXI4UU5ndDg5MUdlbWJ1M0pPX0NWSlhGMFpmdkZrNHVKaFE,English,,5,2016-07-18,Launa Mcdaniel,,it be the best ever!!!!!!!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRzN0R0xQMDFNclhCYngyLU9seDdhUEx3bnZYMHplM3kxLUg4ZGlOMVlrdWRmSldmaVdleFNrcWc3UmtWckE5UHhMUFBraFRKNmxBczVVUkE,English,,3,2016-07-18,David Smith,Needs to be reset often,all of my device lose the ability to connect to any of the three chromecast i have in various rooms. almost daily i have to reboot or reset. i ve look into the issue and i m not the only one have it. why do they lose sync after a few hours? other than reset it on a hourly to daily basis its great.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRzZoXzhtc1IzQlFtbnlmTVYxN19hZ3k4Y1RUczhkczRoM3lpNVpiamM3UzNnbGoybWxlVUQzMUdNRGc2Nmd1WlpySDczY2tid18wcWxjM2c,English,,1,2016-07-18,Pete Torley,Chrome cast.😱rubbish,will not cast after 14 months why.😠😯,,
